Feature	Name	Rank	Ranking	Diff
PF12833.7	HTH_18	475	ACE	NA
EC2.7.8.31	undecaprenyl-phosphate glucose phosphotransferase	476	ACE	NA
PF03200.16	Glyco_hydro_63	477	ACE	NA
EC3.1.3.16	protein-serine/threonine phosphatase	478	ACE	NA
PF13442.6	Cytochrome_CBB3	479	ACE	NA
EC6.1.1.5	isoleucine---tRNA ligase	480	ACE	NA
PF07714.17	Pkinase_Tyr	481	ACE	NA
EC1.8.4.8	phosphoadenylyl-sulfate reductase (thioredoxin)	482	ACE	NA
PF12894.7	ANAPC4_WD40	483	ACE	NA
EC4.6.1.17	cyclic pyranopterin monophosphate synthase	484	ACE	NA
PF07973.14	tRNA_SAD	485	ACE	NA
EC4.2.1.17	enoyl-CoA hydratase	486	ACE	NA
PF01112.18	Asparaginase_2	487	ACE	NA
EC1.1.1.60	2-hydroxy-3-oxopropionate reductase	488	ACE	NA
PF13182.6	DUF4007	489	ACE	NA
EC3.2.1.55	non-reducing end alpha-L-arabinofuranosidase	490	ACE	NA
PF13614.6	AAA_31	491	ACE	NA
EC2.6.1.19	4-aminobutyrate---2-oxoglutarate transaminase	492	ACE	NA
PF05899.12	Cupin_3	493	ACE	NA
EC1.1.1.133	dTDP-4-dehydrorhamnose reductase	494	ACE	NA
PF04879.16	Molybdop_Fe4S4	495	ACE	NA
EC2.3.3.14	homocitrate synthase	496	ACE	NA
PF05096.12	Glu_cyclase_2	497	ACE	NA
EC1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase	498	ACE	NA
PF13244.6	DUF4040	499	ACE	NA
EC5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase	500	ACE	NA
PF13394.6	Fer4_14	501	ACE	NA
EC3.6.1.31	phosphoribosyl-ATP diphosphatase	502	ACE	NA
PF07602.11	DUF1565	503	ACE	NA
EC2.7.1.48	uridine kinase	504	ACE	NA
PF01138.21	RNase_PH	505	ACE	NA
EC4.2.1.9	dihydroxy-acid dehydratase	506	ACE	NA
PF01266.24	DAO	507	ACE	NA
EC2.7.1.11	6-phosphofructokinase	508	ACE	NA
PF14567.6	SUKH_5	509	ACE	NA
EC3.4.21.107	peptidase Do	510	ACE	NA
PF00296.20	Bac_luciferase	511	ACE	NA
EC3.2.1.17	lysozyme	512	ACE	NA
PF16870.5	OxoGdeHyase_C	513	ACE	NA
EC4.4.1.24	(2R)-sulfolactate sulfo-lyase	514	ACE	NA
PF16266.5	DUF4919	515	ACE	NA
EC6.3.4.4	adenylosuccinate synthase	516	ACE	NA
PF10070.9	DUF2309	517	ACE	NA
EC1.11.1.15	peroxiredoxin	518	ACE	NA
PF04204.16	HTS	519	ACE	NA
EC3.6.3.42	ABC-type beta-glucan transporter	520	ACE	NA
PF06884.11	DUF1264	521	ACE	NA
EC2.7.1.90	diphosphate---fructose-6-phosphate 1-phosphotransferase	522	ACE	NA
PF00393.19	6PGD	523	ACE	NA
EC3.5.4.10	IMP cyclohydrolase	524	ACE	NA
PF01051.21	Rep_3	525	ACE	NA
EC2.7.1.21	thymidine kinase	526	ACE	NA
PF18267.1	Rubredoxin_C	527	ACE	NA
EC6.3.4.21	nicotinate phosphoribosyltransferase	528	ACE	NA
PF03922.14	OmpW	529	ACE	NA
EC3.6.3.30	ABC-type Fe3+ transporter	530	ACE	NA
PF00496.22	SBP_bac_5	531	ACE	NA
EC4.2.2.23	rhamnogalacturonan endolyase	532	ACE	NA
PF02378.18	PTS_EIIC	533	ACE	NA
EC1.3.5.2	dihydroorotate dehydrogenase (quinone)	534	ACE	NA
PF10101.9	DUF2339	535	ACE	NA
EC2.6.1.44	alanine---glyoxylate transaminase	536	ACE	NA
PF07080.11	DUF1348	537	ACE	NA
EC1.2.1.5	aldehyde dehydrogenase [NAD(P)+]	538	ACE	NA
PF00067.22	p450	539	ACE	NA
EC1.2.1.97	3-sulfolactaldehyde dehydrogenase	540	ACE	NA
PF05159.14	Capsule_synth	541	ACE	NA
EC6.3.5.9	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing)	542	ACE	NA
PF14697.6	Fer4_21	543	ACE	NA
EC1.14.12.13	2-halobenzoate 1,2-dioxygenase	544	ACE	NA
PF09899.9	DUF2126	545	ACE	NA
EC2.7.2.2	carbamate kinase	546	ACE	NA
PF00766.19	ETF_alpha	547	ACE	NA
EC1.1.1.169	2-dehydropantoate 2-reductase	548	ACE	NA
PF13242.6	Hydrolase_like	549	ACE	NA
EC2.3.1.57	diamine N-acetyltransferase	550	ACE	NA
PF02624.16	YcaO	551	ACE	NA
EC1.3.8.1	short-chain acyl-CoA dehydrogenase	552	ACE	NA
PF03726.14	PNPase	553	ACE	NA
EC2.8.1.13	tRNA-uridine 2-sulfurtransferase	554	ACE	NA
PF00028.17	Cadherin	555	ACE	NA
EC2.3.1.1	amino-acid N-acetyltransferase	556	ACE	NA
PF13802.6	Gal_mutarotas_2	557	ACE	NA
EC2.1.1.80	protein-glutamate O-methyltransferase	558	ACE	NA
PF12695.7	Abhydrolase_5	559	ACE	NA
EC4.1.3.39	4-hydroxy-2-oxovalerate aldolase	560	ACE	NA
PF11563.8	Protoglobin	561	ACE	NA
EC3.5.1.98	histone deacetylase	562	ACE	NA
PF14833.6	NAD_binding_11	563	ACE	NA
EC1.1.1.2	alcohol dehydrogenase (NADP+)	564	ACE	NA
PF02108.16	FliH	565	ACE	NA
EC3.1.1.32	phospholipase A1	566	ACE	NA
PF04239.12	DUF421	567	ACE	NA
EC3.1.3.15	histidinol-phosphatase	568	ACE	NA
PF12852.7	Cupin_6	569	ACE	NA
EC2.7.7.13	mannose-1-phosphate guanylyltransferase	570	ACE	NA
PF04039.13	MnhB	571	ACE	NA
EC4.2.1.68	L-fuconate dehydratase	572	ACE	NA
PF00724.20	Oxidored_FMN	573	ACE	NA
EC3.5.1.44	protein-glutamine glutaminase	574	ACE	NA
PF01384.20	PHO4	575	ACE	NA
EC2.4.1.15	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	576	ACE	NA
PF01467.26	CTP_transf_like	577	ACE	NA
EC2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase	578	ACE	NA
PF02797.15	Chal_sti_synt_C	579	ACE	NA
EC2.7.2.1	acetate kinase	580	ACE	NA
PF02629.19	CoA_binding	581	ACE	NA
EC1.6.5.6	p-benzoquinone reductase (NADPH)	582	ACE	NA
PF00497.20	SBP_bac_3	583	ACE	NA
EC1.2.98.1	formaldehyde dismutase	584	ACE	NA
PF00381.19	PTS-HPr	585	ACE	NA
EC2.7.9.2	pyruvate, water dikinase	586	ACE	NA
PF12850.7	Metallophos_2	587	ACE	NA
EC2.1.1.192	23S rRNA (adenine2503-C2)-methyltransferase	588	ACE	NA
PF08406.10	CbbQ_C	589	ACE	NA
EC2.7.7.n1	NA	590	ACE	NA
PF14598.6	PAS_11	591	ACE	NA
EC2.7.7.59	[protein-PII] uridylyltransferase	592	ACE	NA
PF13085.6	Fer2_3	593	ACE	NA
EC6.1.1.16	cysteine---tRNA ligase	594	ACE	NA
PF13669.6	Glyoxalase_4	595	ACE	NA
EC3.4.11.9	Xaa-Pro aminopeptidase	596	ACE	NA
PF13742.6	tRNA_anti_2	597	ACE	NA
EC2.6.1.16	glutamine---fructose-6-phosphate transaminase (isomerizing)	598	ACE	NA
PF02446.17	Glyco_hydro_77	599	ACE	NA
EC6.1.1.9	valine---tRNA ligase	600	ACE	NA
PF02606.14	LpxK	601	ACE	NA
EC5.1.1.4	proline racemase	602	ACE	NA
PF09527.10	ATPase_gene1	603	ACE	NA
EC4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	604	ACE	NA
PF13427.6	DUF4111	605	ACE	NA
EC4.2.1.3	aconitate hydratase	606	ACE	NA
PF10462.9	Peptidase_M66	607	ACE	NA
EC3.4.25.2	HslU---HslV peptidase	608	ACE	NA
PF17963.1	Big_9	609	ACE	NA
EC3.2.1.15	endo-polygalacturonase	610	ACE	NA
PF04324.15	Fer2_BFD	611	ACE	NA
EC3.5.1.125	N2-acetyl-L-2,4-diaminobutanoate deacetylase	612	ACE	NA
PF13484.6	Fer4_16	613	ACE	NA
EC3.6.3.41	ABC-type heme transporter	614	ACE	NA
PF13607.6	Succ_CoA_lig	615	ACE	NA
EC1.14.13.208	benzoyl-CoA 2,3-epoxidase	616	ACE	NA
PF00528.22	BPD_transp_1	617	ACE	NA
EC2.3.1.n3	NA	618	ACE	NA
PF08546.11	ApbA_C	619	ACE	NA
EC3.5.2.9	5-oxoprolinase (ATP-hydrolysing)	620	ACE	NA
PF01070.18	FMN_dh	621	ACE	NA
EC5.5.1.1	muconate cycloisomerase	622	ACE	NA
PF02433.15	FixO	623	ACE	NA
EC3.1.1.2	arylesterase	624	ACE	NA
PF01593.24	Amino_oxidase	625	ACE	NA
EC2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	626	ACE	NA
PF00158.26	Sigma54_activat	627	ACE	NA
EC3.1.11.6	exodeoxyribonuclease VII	628	ACE	NA
PF13512.6	TPR_18	629	ACE	NA
EC4.1.3.25	(S)-citramalyl-CoA lyase	630	ACE	NA
PF02302.17	PTS_IIB	631	ACE	NA
EC1.1.1.86	ketol-acid reductoisomerase (NADP+)	632	ACE	NA
PF00069.25	Pkinase	633	ACE	NA
EC2.6.99.2	pyridoxine 5'-phosphate synthase	634	ACE	NA
PF01368.20	DHH	635	ACE	NA
EC2.7.1.130	tetraacyldisaccharide 4'-kinase	636	ACE	NA
PF05023.14	Phytochelatin	637	ACE	NA
EC3.5.4.1	cytosine deaminase	638	ACE	NA
PF12897.7	Aminotran_MocR	639	ACE	NA
EC1.13.11.5	homogentisate 1,2-dioxygenase	640	ACE	NA
PF01888.17	CbiD	641	ACE	NA
EC2.5.1.129	flavin prenyltransferase	642	ACE	NA
PF00152.20	tRNA-synt_2	643	ACE	NA
EC2.3.1.35	glutamate N-acetyltransferase	644	ACE	NA
PF14401.6	RLAN	645	ACE	NA
EC1.3.1.32	maleylacetate reductase	646	ACE	NA
PF09537.10	DUF2383	647	ACE	NA
EC1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase	648	ACE	NA
PF13378.6	MR_MLE_C	649	ACE	NA
EC2.7.7.8	polyribonucleotide nucleotidyltransferase	650	ACE	NA
PF00391.23	PEP-utilizers	651	ACE	NA
EC2.1.1.198	16S rRNA (cytidine1402-2'-O)-methyltransferase	652	ACE	NA
PF07690.16	MFS_1	653	ACE	NA
EC2.7.8.5	CDP-diacylglycerol---glycerol-3-phosphate 1-phosphatidyltransferase	654	ACE	NA
PF17973.1	bMG10	655	ACE	NA
EC3.6.3.29	ABC-type molybdate transporter	656	ACE	NA
PF03142.15	Chitin_synth_2	657	ACE	NA
EC2.7.1.50	hydroxyethylthiazole kinase	658	ACE	NA
PF02746.16	MR_MLE_N	659	ACE	NA
EC1.2.1.79	succinate-semialdehyde dehydrogenase (NADP+)	660	ACE	NA
PF02826.19	2-Hacid_dh_C	661	ACE	NA
EC1.1.99.11	fructose 5-dehydrogenase	662	ACE	NA
PF07724.14	AAA_2	663	ACE	NA
EC1.2.1.85	2-hydroxymuconate-6-semialdehyde dehydrogenase	664	ACE	NA
PF13660.6	DUF4147	665	ACE	NA
EC2.3.1.129	acyl-[acyl-carrier-protein]---UDP-N-acetylglucosamine O-acyltransferase	666	ACE	NA
PF03137.20	OATP	667	ACE	NA
EC5.4.99.5	chorismate mutase	668	ACE	NA
PF00118.24	Cpn60_TCP1	669	ACE	NA
EC1.2.1.86	geranial dehydrogenase	670	ACE	NA
PF10005.9	zinc-ribbon_6	671	ACE	NA
EC1.3.3.11	pyrroloquinoline-quinone synthase	672	ACE	NA
PF00578.21	AhpC-TSA	673	ACE	NA
EC2.3.1.74	chalcone synthase	674	ACE	NA
PF00400.32	WD40	675	ACE	NA
EC2.7.7.80	molybdopterin-synthase adenylyltransferase	676	ACE	NA
PF03649.13	UPF0014	677	ACE	NA
EC2.7.4.22	UMP kinase	678	ACE	NA
PF03807.17	F420_oxidored	679	ACE	NA
EC2.3.1.29	glycine C-acetyltransferase	680	ACE	NA
PF07695.11	7TMR-DISM_7TM	681	ACE	NA
EC5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase	682	ACE	NA
PF00596.21	Aldolase_II	683	ACE	NA
EC1.3.1.76	precorrin-2 dehydrogenase	684	ACE	NA
PF07703.14	A2M_BRD	685	ACE	NA
EC2.7.7.61	citrate lyase holo-[acyl-carrier protein] synthase	686	ACE	NA
PF02913.19	FAD-oxidase_C	687	ACE	NA
EC1.6.5.5	NADPH:quinone reductase	688	ACE	NA
PF01212.21	Beta_elim_lyase	689	ACE	NA
EC1.1.1.94	glycerol-3-phosphate dehydrogenase [NAD(P)+]	690	ACE	NA
PF03205.14	MobB	691	ACE	NA
EC4.2.1.20	tryptophan synthase	692	ACE	NA
PF01152.21	Bac_globin	693	ACE	NA
EC3.4.11.1	leucyl aminopeptidase	694	ACE	NA
PF01968.18	Hydantoinase_A	695	ACE	NA
EC1.1.3.15	(S)-2-hydroxy-acid oxidase	696	ACE	NA
PF06736.11	DUF1211	697	ACE	NA
EC6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate---2,6-diaminopimelate ligase	698	ACE	NA
PF02195.18	ParBc	699	ACE	NA
EC1.1.1.237	hydroxyphenylpyruvate reductase	700	ACE	NA
PF00456.21	Transketolase_N	701	ACE	NA
EC2.8.3.20	succinyl-CoA---D-citramalate CoA-transferase	702	ACE	NA
PF07978.13	NIPSNAP	703	ACE	NA
EC2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	704	ACE	NA
PF05228.13	CHASE4	705	ACE	NA
EC4.3.1.3	histidine ammonia-lyase	706	ACE	NA
PF13469.6	Sulfotransfer_3	707	ACE	NA
EC3.5.2.2	dihydropyrimidinase	708	ACE	NA
PF07678.14	TED_complement	709	ACE	NA
EC1.14.13.7	phenol 2-monooxygenase (NADPH)	710	ACE	NA
PF18050.1	Cyclophil_like2	711	ACE	NA
EC4.1.99.17	phosphomethylpyrimidine synthase	712	ACE	NA
PF01596.17	Methyltransf_3	713	ACE	NA
EC5.4.2.7	phosphopentomutase	714	ACE	NA
PF07664.12	FeoB_C	715	ACE	NA
EC4.1.2.4	deoxyribose-phosphate aldolase	716	ACE	NA
PF03481.13	SUA5	717	ACE	NA
EC4.2.3.3	methylglyoxal synthase	718	ACE	NA
PF08125.13	Mannitol_dh_C	719	ACE	NA
EC3.6.3.36	ABC-type taurine transporter	720	ACE	NA
PF01053.20	Cys_Met_Meta_PP	721	ACE	NA
EC2.7.7.82	CMP-N,N'-diacetyllegionaminic acid synthase	722	ACE	NA
PF14246.6	TetR_C_7	723	ACE	NA
EC5.4.99.25	tRNA pseudouridine55 synthase	724	ACE	NA
PF04632.12	FUSC	725	ACE	NA
EC1.4.1.4	glutamate dehydrogenase (NADP+)	726	ACE	NA
PF05893.14	LuxC	727	ACE	NA
EC4.2.3.4	3-dehydroquinate synthase	728	ACE	NA
PF05728.12	UPF0227	729	ACE	NA
EC4.2.1.1	carbonic anhydrase	730	ACE	NA
PF03239.14	FTR1	731	ACE	NA
EC3.1.2.12	S-formylglutathione hydrolase	732	ACE	NA
PF00209.18	SNF	733	ACE	NA
EC2.1.1.177	23S rRNA (pseudouridine1915-N3)-methyltransferase	734	ACE	NA
PF07944.12	Glyco_hydro_127	735	ACE	NA
EC3.2.1.26	beta-fructofuranosidase	736	ACE	NA
PF00510.18	COX3	737	ACE	NA
EC2.8.3.22	succinyl-CoA---L-malate CoA-transferase	738	ACE	NA
PF17767.1	NAPRTase_N	739	ACE	NA
EC1.1.1.28	D-lactate dehydrogenase	740	ACE	NA
PF09694.10	Gcw_chp	741	ACE	NA
EC4.1.3.30	methylisocitrate lyase	742	ACE	NA
PF08284.11	RVP_2	743	ACE	NA
EC2.6.1.50	glutamine---scyllo-inositol transaminase	744	ACE	NA
PF03444.15	HrcA_DNA-bdg	745	ACE	NA
EC2.3.3.15	sulfoacetaldehyde acetyltransferase	746	ACE	NA
PF08240.12	ADH_N	747	ACE	NA
EC5.4.3.2	lysine 2,3-aminomutase	748	ACE	NA
PF05987.13	DUF898	749	ACE	NA
EC4.1.1.79	sulfopyruvate decarboxylase	750	ACE	NA
PF01569.21	PAP2	751	ACE	NA
EC1.2.1.8	betaine-aldehyde dehydrogenase	752	ACE	NA
PF02545.14	Maf	753	ACE	NA
EC2.5.1.51	beta-pyrazolylalanine synthase	754	ACE	NA
PF00892.20	EamA	755	ACE	NA
EC2.6.1.83	LL-diaminopimelate aminotransferase	756	ACE	NA
PF00941.21	FAD_binding_5	757	ACE	NA
EC4.2.1.19	imidazoleglycerol-phosphate dehydratase	758	ACE	NA
PF04397.15	LytTR	759	ACE	NA
EC2.8.4.4	[ribosomal protein S12] (aspartate89-C3)-methylthiotransferase	760	ACE	NA
PF10415.9	FumaraseC_C	761	ACE	NA
EC4.1.1.65	phosphatidylserine decarboxylase	762	ACE	NA
PF03334.14	PhaG_MnhG_YufB	763	ACE	NA
EC2.7.1.87	streptomycin 3''-kinase	764	ACE	NA
PF06081.11	ArAE_1	765	ACE	NA
EC1.20.4.1	arsenate reductase (glutaredoxin)	766	ACE	NA
PF04986.13	Y2_Tnp	767	ACE	NA
EC2.1.1.181	23S rRNA (adenine1618-N6)-methyltransferase	768	ACE	NA
PF02775.21	TPP_enzyme_C	769	ACE	NA
EC6.2.1.9	malate---CoA ligase	770	ACE	NA
PF01306.19	LacY_symp	771	ACE	NA
EC1.1.1.47	glucose 1-dehydrogenase [NAD(P)+]	772	ACE	NA
PF01391.18	Collagen	773	ACE	NA
EC4.2.1.104	cyanase	774	ACE	NA
PF01315.22	Ald_Xan_dh_C	775	ACE	NA
EC1.1.5.12	D-lactate dehydrogenase (quinone)	776	ACE	NA
PF14759.6	Reductase_C	777	ACE	NA
EC6.4.1.6	acetone carboxylase	778	ACE	NA
PF06042.11	NTP_transf_6	779	ACE	NA
EC2.1.1.14	5-methyltetrahydropteroyltriglutamate---homocysteine S-methyltransferase	780	ACE	NA
PF01554.18	MatE	781	ACE	NA
EC2.4.2.22	xanthine phosphoribosyltransferase	782	ACE	NA
PF00302.18	CAT	783	ACE	NA
EC5.4.4.3	3-(hydroxyamino)phenol mutase	784	ACE	NA
PF09347.10	DUF1989	785	ACE	NA
EC1.8.1.8	protein-disulfide reductase	786	ACE	NA
PF18145.1	SAVED	787	ACE	NA
EC1.5.5.1	electron-transferring-flavoprotein dehydrogenase	788	ACE	NA
PF02504.15	FA_synthesis	789	ACE	NA
EC2.7.4.7	phosphooxymethylpyrimidine kinase	790	ACE	NA
PF06035.11	Peptidase_C93	791	ACE	NA
EC6.1.1.21	histidine---tRNA ligase	792	ACE	NA
PF04851.15	ResIII	793	ACE	NA
EC1.1.2.7	methanol dehydrogenase (cytochrome c)	794	ACE	NA
PF17991.1	Thioredoxin_10	795	ACE	NA
EC2.7.1.92	5-dehydro-2-deoxygluconokinase	796	ACE	NA
PF04244.13	DPRP	797	ACE	NA
EC1.3.99.16	isoquinoline 1-oxidoreductase	798	ACE	NA
PF05161.13	MOFRL	799	ACE	NA
EC3.2.1.28	alpha,alpha-trehalase	800	ACE	NA
PF04717.12	Phage_base_V	801	ACE	NA
EC3.6.3.1	P-type phospholipid transporter	802	ACE	NA
PF10459.9	Peptidase_S46	803	ACE	NA
EC2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	804	ACE	NA
PF03441.14	FAD_binding_7	805	ACE	NA
EC4.2.1.162	6-deoxy-6-sulfo-D-gluconate dehydratase	806	ACE	NA
PF00119.20	ATP-synt_A	807	ACE	NA
EC1.13.11.2	catechol 2,3-dioxygenase	808	ACE	NA
PF00996.18	GDI	809	ACE	NA
EC2.3.1.39	[acyl-carrier-protein] S-malonyltransferase	810	ACE	NA
PF04343.13	DUF488	811	ACE	NA
EC3.6.1.15	nucleoside-triphosphate phosphatase	812	ACE	NA
PF04422.13	FrhB_FdhB_N	813	ACE	NA
EC1.3.1.n3	NA	814	ACE	NA
PF02056.16	Glyco_hydro_4	815	ACE	NA
EC3.2.1.18	exo-alpha-sialidase	816	ACE	NA
PF14213.6	DUF4325	817	ACE	NA
EC1.6.5.3	NADH:ubiquinone reductase (H+-translocating)	818	ACE	NA
PF06941.12	NT5C	819	ACE	NA
EC3.1.1.45	carboxymethylenebutenolidase	820	ACE	NA
PF10262.9	Rdx	821	ACE	NA
EC1.14.12.10	benzoate 1,2-dioxygenase	822	ACE	NA
PF12774.7	AAA_6	823	ACE	NA
EC3.2.2.23	DNA-formamidopyrimidine glycosylase	824	ACE	NA
PF17935.1	TetR_C_27	825	ACE	NA
EC4.4.1.2	homocysteine desulfhydrase	826	ACE	NA
PF06067.11	DUF932	827	ACE	NA
EC4.2.1.8	mannonate dehydratase	828	ACE	NA
PF00685.27	Sulfotransfer_1	829	ACE	NA
EC5.3.1.22	hydroxypyruvate isomerase	830	ACE	NA
PF01578.20	Cytochrom_C_asm	831	ACE	NA
EC3.7.1.20	3-fumarylpyruvate hydrolase	832	ACE	NA
PF12158.8	DUF3592	833	ACE	NA
EC2.6.1.113	putrescine---pyruvate transaminase	834	ACE	NA
PF17131.4	LolA_like	835	ACE	NA
EC3.1.1.15	L-arabinonolactonase	836	ACE	NA
PF00754.25	F5_F8_type_C	837	ACE	NA
EC2.1.1.71	phosphatidyl-N-methylethanolamine N-methyltransferase	838	ACE	NA
PF03741.16	TerC	839	ACE	NA
EC2.7.1.15	ribokinase	840	ACE	NA
PF04218.13	CENP-B_N	841	ACE	NA
EC3.4.21.92	endopeptidase Clp	842	ACE	NA
PF13481.6	AAA_25	843	ACE	NA
EC2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase	844	ACE	NA
PF13714.6	PEP_mutase	845	ACE	NA
EC5.3.1.16	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	846	ACE	NA
PF01066.21	CDP-OH_P_transf	847	ACE	NA
EC1.7.2.4	nitrous-oxide reductase	848	ACE	NA
PF00507.19	Oxidored_q4	849	ACE	NA
EC2.7.1.33	pantothenate kinase	850	ACE	NA
PF13906.6	AA_permease_C	851	ACE	NA
EC1.14.13.9	kynurenine 3-monooxygenase	852	ACE	NA
PF02410.15	RsfS	853	ACE	NA
EC6.5.1.4	RNA 3'-terminal-phosphate cyclase (ATP)	854	ACE	NA
PF04066.13	MrpF_PhaF	855	ACE	NA
EC1.1.1.22	UDP-glucose 6-dehydrogenase	856	ACE	NA
PF02579.17	Nitro_FeMo-Co	857	ACE	NA
EC2.1.1.207	tRNA (cytidine34-2'-O)-methyltransferase	858	ACE	NA
PF00420.24	Oxidored_q2	859	ACE	NA
EC1.5.1.38	FMN reductase (NADPH)	860	ACE	NA
PF00743.19	FMO-like	861	ACE	NA
EC2.3.2.6	lysine/arginine leucyltransferase	862	ACE	NA
PF00343.20	Phosphorylase	863	ACE	NA
EC1.4.3.5	pyridoxal 5'-phosphate synthase	864	ACE	NA
PF11846.8	Wzy_C_2	865	ACE	NA
EC2.6.1.13	ornithine aminotransferase	866	ACE	NA
PF05154.16	TM2	867	ACE	NA
EC2.6.1.42	branched-chain-amino-acid transaminase	868	ACE	NA
PF11700.8	ATG22	869	ACE	NA
EC2.7.7.18	nicotinate-nucleotide adenylyltransferase	870	ACE	NA
PF02609.16	Exonuc_VII_S	871	ACE	NA
EC4.1.1.55	4,5-dihydroxyphthalate decarboxylase	872	ACE	NA
PF02601.15	Exonuc_VII_L	873	ACE	NA
EC2.8.1.4	tRNA uracil 4-sulfurtransferase	874	ACE	NA
PF13535.6	ATP-grasp_4	875	ACE	NA
EC2.4.99.16	starch synthase (maltosyl-transferring)	876	ACE	NA
PF02597.20	ThiS	877	ACE	NA
EC5.3.1.6	ribose-5-phosphate isomerase	878	ACE	NA
PF13598.6	DUF4139	879	ACE	NA
EC3.1.3.82	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	880	ACE	NA
PF12766.7	Pyridox_oxase_2	881	ACE	NA
EC3.3.2.1	isochorismatase	882	ACE	NA
PF00953.21	Glycos_transf_4	883	ACE	NA
EC4.1.2.9	phosphoketolase	884	ACE	NA
PF02738.18	Ald_Xan_dh_C2	885	ACE	NA
EC1.1.1.65	pyridoxine 4-dehydrogenase	886	ACE	NA
PF00106.25	adh_short	887	ACE	NA
EC4.1.1.104	3-dehydro-4-phosphotetronate decarboxylase	888	ACE	NA
PF00270.29	DEAD	889	ACE	NA
EC3.4.13.9	Xaa-Pro dipeptidase	890	ACE	NA
PF03354.15	Terminase_1	891	ACE	NA
EC1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)	892	ACE	NA
PF17172.4	GST_N_4	893	ACE	NA
EC4.3.2.2	adenylosuccinate lyase	894	ACE	NA
PF08534.10	Redoxin	895	ACE	NA
EC2.1.1.n11	NA	896	ACE	NA
PF14691.6	Fer4_20	897	ACE	NA
EC1.1.1.21	aldehyde reductase	898	ACE	NA
PF02627.20	CMD	899	ACE	NA
EC2.6.1.9	histidinol-phosphate transaminase	900	ACE	NA
PF13566.6	DUF4130	901	ACE	NA
EC2.3.1.61	dihydrolipoyllysine-residue succinyltransferase	902	ACE	NA
PF13305.6	TetR_C_33	903	ACE	NA
EC1.3.1.84	acrylyl-CoA reductase (NADPH)	904	ACE	NA
PF00572.18	Ribosomal_L13	905	ACE	NA
EC2.7.7.58	(2,3-dihydroxybenzoyl)adenylate synthase	906	ACE	NA
PF04186.13	FxsA	907	ACE	NA
EC1.1.1.85	3-isopropylmalate dehydrogenase	908	ACE	NA
PF00329.19	Complex1_30kDa	909	ACE	NA
EC3.4.21.88	repressor LexA	910	ACE	NA
PF14525.6	AraC_binding_2	911	ACE	NA
EC2.3.1.176	propanoyl-CoA C-acyltransferase	912	ACE	NA
PF02875.21	Mur_ligase_C	913	ACE	NA
EC1.12.1.2	hydrogen dehydrogenase	914	ACE	NA
PF09414.10	RNA_ligase	915	ACE	NA
EC4.2.1.41	5-dehydro-4-deoxyglucarate dehydratase	916	ACE	NA
PF10568.9	Tom37	917	ACE	NA
EC2.7.9.1	pyruvate, phosphate dikinase	918	ACE	NA
PF17918.1	TetR_C_15	919	ACE	NA
EC1.13.11.20	cysteine dioxygenase	920	ACE	NA
PF03703.14	bPH_2	921	ACE	NA
EC3.1.1.76	poly(3-hydroxyoctanoate) depolymerase	922	ACE	NA
PF00463.21	ICL	923	ACE	NA
EC2.7.6.1	ribose-phosphate diphosphokinase	924	ACE	NA
PF00697.22	PRAI	925	ACE	NA
EC2.7.1.2	glucokinase	926	ACE	NA
PF17203.4	sCache_3_2	927	ACE	NA
EC1.1.1.343	phosphogluconate dehydrogenase (NAD+-dependent, decarboxylating)	928	ACE	NA
PF17202.4	sCache_3_3	929	ACE	NA
EC5.99.1.3	DNA topoisomerase (ATP-hydrolysing)	930	ACE	NA
PF05191.14	ADK_lid	931	ACE	NA
EC2.3.2.27	RING-type E3 ubiquitin transferase	932	ACE	NA
PF13883.6	Pyrid_oxidase_2	933	ACE	NA
EC5.4.99.15	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase	934	ACE	NA
PF13474.6	SnoaL_3	935	ACE	NA
EC6.3.1.2	glutamine synthetase	936	ACE	NA
PF13522.6	GATase_6	937	ACE	NA
EC2.4.2.21	nicotinate-nucleotide---dimethylbenzimidazole phosphoribosyltransferase	938	ACE	NA
PF04773.13	FecR	939	ACE	NA
EC3.1.27.5	pancreatic ribonuclease	940	ACE	NA
PF17954.1	Pirin_C_2	941	ACE	NA
EC1.8.1.7	glutathione-disulfide reductase	942	ACE	NA
PF00440.23	TetR_N	943	ACE	NA
