locusId	Feature
H16_RS27580	EC:2.3.1.9
H16_RS12980	EC:2.4.2.14
H16_RS05880	EC:6.3.4.2
PHG214	EC:3.6.3.41
H16_RS21950	EC:6.2.1.3
H16_RS26510	EC:2.4.1.18
H16_RS26400	EC:1.2.1.16
H16_RS13845	EC:1.11.1.21
H16_RS11870	EC:2.1.1.77
H16_RS00505	EC:2.1.1.144
H16_RS15560	EC:2.7.13.3
H16_RS11590	EC:1.9.3.1
H16_RS02740	EC:4.6.1.17
H16_RS01615	EC:1.16.3.1
H16_RS21940	EC:1.1.1.51
H16_RS07010	EC:6.2.1.25
H16_RS12855	EC:2.7.7.77
H16_RS11815	EC:1.17.7.3
H16_RS17035	EC:2.6.1.9
H16_RS08735	EC:1.2.4.1
H16_RS13610	EC:2.3.1.234
H16_RS02815	EC:6.3.2.6
H16_RS01840	EC:2.7.1.148
H16_RS24140	EC:2.5.1.54
H16_RS03600	EC:2.1.1.197
H16_RS01335	EC:1.2.1.27
H16_RS22500	EC:3.6.4.12
H16_RS01280	EC:2.3.1.157
H16_RS01280	EC:2.7.7.23
H16_RS13530	EC:3.6.4.13
H16_RS16660	EC:2.1.1.297
H16_RS20880	EC:3.7.1.20
H16_RS21260	EC:1.4.99.6
H16_RS19385	EC:4.2.1.41
H16_RS21705	EC:1.2.1.10
H16_RS03690	EC:1.2.1.3
H16_RS05950	EC:1.18.1.2
H16_RS29865	EC:1.2.4.1
H16_RS18885	EC:2.6.1.98
H16_RS18885	EC:2.6.1.50
H16_RS11005	EC:1.6.5.3
H16_RS00650	EC:2.7.1.33
H16_RS11145	EC:4.1.1.3
H16_RS11145	EC:4.1.3.17
H16_RS03950	EC:2.7.4.25
H16_RS17005	EC:3.5.4.19
H16_RS25520	EC:1.14.13.149
H16_RS23555	EC:2.7.1.40
PHG404	EC:5.3.3.4
H16_RS25750	EC:1.11.1.10
H16_RS24185	EC:2.7.13.3
H16_RS02625	EC:3.6.4.13
H16_RS24800	EC:3.5.1.82
PHG417	EC:2.7.2.3
H16_RS16550	EC:4.1.3.27
H16_RS28280	EC:1.1.1.276
H16_RS30540	EC:3.6.3.14
H16_RS02530	EC:5.2.1.8
H16_RS01555	EC:1.1.1.49
H16_RS09515	EC:5.3.3.6
H16_RS11830	EC:2.1.1.192
H16_RS04045	EC:1.3.8.1
H16_RS13000	EC:6.4.1.2
H16_RS02985	EC:2.7.7.38
H16_RS13275	EC:5.99.1.3
H16_RS30070	EC:4.2.1.33
H16_RS06065	EC:6.1.1.16
H16_RS13040	EC:1.1.1.85
H16_RS31320	EC:6.3.4.5
H16_RS21655	EC:2.7.13.3
H16_RS13125	EC:2.3.3.16
H16_RS13125	EC:2.3.3.5
H16_RS19230	EC:1.1.1.100
H16_RS02455	EC:3.6.4.12
H16_RS03635	EC:5.4.3.8
H16_RS00900	EC:4.1.3.4
H16_RS07795	EC:2.7.4.9
H16_RS13025	EC:5.4.99.12
H16_RS19035	EC:1.1.1.100
H16_RS28515	EC:3.5.1.10
H16_RS11055	EC:4.1.3.1
H16_RS14040	EC:1.13.11.11
H16_RS07455	EC:3.6.3.41
PHG419	EC:3.1.3.18
H16_RS23100	EC:1.13.11.4
H16_RS10235	EC:2.5.1.31
H16_RS30965	EC:3.5.1.49
H16_RS13615	EC:3.5.4.16
H16_RS25675	EC:4.1.1.39
H16_RS04630	EC:4.2.3.3
H16_RS10130	EC:1.1.1.205
H16_RS26620	EC:2.1.1.14
H16_RS10765	EC:1.1.1.100
H16_RS09840	EC:6.4.1.4
H16_RS00525	EC:6.3.5.7
H16_RS12470	EC:3.6.3.29
H16_RS10175	EC:2.7.4.28
H16_RS10175	EC:2.7.11.33
H16_RS02555	EC:4.4.1.5
H16_RS18840	EC:3.1.3.48
H16_RS29310	EC:3.5.1.83
H16_RS15330	EC:3.5.1.4
H16_RS17850	EC:5.3.1.28
PHG384	EC:5.3.3.4
H16_RS12605	EC:3.6.4.12
H16_RS02100	EC:4.3.1.19
H16_RS27070	EC:1.13.11.5
H16_RS09435	EC:6.3.4.13
H16_RS10245	EC:2.7.4.22
H16_RS18370	EC:4.2.1.96
H16_RS18380	EC:2.7.13.3
H16_RS07225	EC:3.6.4.12
H16_RS05375	EC:3.5.1.5
H16_RS17045	EC:2.4.2.17
H16_RS08540	EC:2.3.1.9
H16_RS10260	EC:3.4.11.18
H16_RS18080	EC:1.4.4.2
H16_RS23115	EC:1.14.13.24
H16_RS00015	EC:5.99.1.3
H16_RS28085	EC:2.3.1.8
H16_RS26215	EC:5.3.1.9
H16_RS20630	EC:2.7.13.3
H16_RS03465	EC:1.3.99.16
H16_RS05205	EC:5.3.1.1
H16_RS13515	EC:1.13.11.24
H16_RS06185	EC:3.6.3.28
H16_RS09215	EC:5.1.3.13
H16_RS25200	EC:2.7.4.23
H16_RS10310	EC:2.3.1.117
H16_RS14790	EC:2.7.8.26
H16_RS14795	EC:2.4.2.21
H16_RS11340	EC:1.11.1.15
H16_RS14720	EC:3.6.3.30
H16_RS19860	EC:5.1.3.2
PHG001	EC:1.12.99.6
H16_RS05940	EC:6.2.1.26
H16_RS05940	EC:6.2.1.3
H16_RS22410	EC:1.4.1.21
H16_RS25620	EC:4.1.2.13
H16_RS09500	EC:4.1.3.30
H16_RS16790	EC:2.7.1.191
H16_RS15135	EC:1.4.3.16
H16_RS01665	EC:2.1.1.207
H16_RS02470	EC:3.1.22.4
H16_RS13440	EC:3.6.4.13
H16_RS23505	EC:3.6.3.41
H16_RS19130	EC:2.3.3.13
H16_RS10410	EC:3.5.1.4
H16_RS07230	EC:2.7.7.60
H16_RS03790	EC:6.1.1.11
PHG426	EC:4.1.1.39
PHG423	EC:5.1.3.1
H16_RS04580	EC:1.14.13.114
H16_RS12905	EC:1.18.1.2
H16_RS18680	EC:1.14.13.22
H16_RS29830	EC:1.14.11.17
PHG002	EC:1.12.99.6
H16_RS25640	EC:2.2.1.1
H16_RS11250	EC:3.1.1.22
H16_RS15700	EC:1.2.1.12
H16_RS18460	EC:2.1.1.176
H16_RS04450	EC:2.1.1.228
H16_RS02535	EC:1.1.1.262
H16_RS24950	EC:6.2.1.3
H16_RS30455	EC:2.7.13.3
H16_RS16420	EC:3.6.3.24
H16_RS28575	EC:3.5.4.16
H16_RS04000	EC:2.5.1.47
H16_RS12785	EC:1.1.1.100
H16_RS16710	EC:6.2.1.26
H16_RS07280	EC:2.5.1.32
H16_RS18290	EC:1.1.99.1
H16_RS17275	EC:2.7.7.6
PHG427	EC:4.1.1.39
H16_RS03295	EC:1.1.1.27
H16_RS10230	EC:2.7.7.41
H16_RS15530	EC:2.4.2.29
H16_RS15145	EC:2.5.1.72
H16_RS34930	EC:2.1.1.13
H16_RS24225	EC:2.1.1.n11
H16_RS28300	EC:4.1.2.44
H16_RS22615	EC:1.7.1.15
H16_RS27895	EC:1.2.1.62
H16_RS05715	EC:2.6.1.107
H16_RS22295	EC:1.1.1.178
H16_RS29050	EC:3.5.1.62
H16_RS05485	EC:2.6.1.88
H16_RS27120	EC:1.14.13.195
H16_RS25965	EC:1.17.5.3
H16_RS06740	EC:2.8.3.18
H16_RS16505	EC:5.3.3.18
H16_RS21465	EC:4.2.1.132
H16_RS07405	EC:6.2.1.41
H16_RS03495	EC:3.6.4.9
H16_RS20685	EC:1.1.1.178
H16_RS06130	EC:2.8.3.20
H16_RS19450	EC:1.1.1.303
H16_RS03680	EC:1.2.1.62
H16_RS09415	EC:1.1.1.178
H16_RS20335	EC:2.7.1.219
H16_RS15000	EC:4.1.1.12
H16_RS24165	EC:2.6.1.107
H16_RS04980	EC:1.1.1.39
H16_RS01375	EC:5.4.99.13
H16_RS15470	EC:1.11.1.22
H16_RS17115	EC:1.4.7.1
H16_RS22625	EC:1.7.1.15
H16_RS08480	EC:1.2.99.8
H16_RS07000	EC:4.1.2.44
H16_RS01535	EC:2.7.1.193
H16_RS05955	EC:3.1.3.97
H16_RS03410	EC:4.3.1.28
H16_RS23995	EC:1.1.5.11
H16_RS22850	EC:1.1.1.399
H16_RS18800	EC:6.2.1.n2
H16_RS02975	EC:1.1.1.178
H16_RS17950	EC:4.1.1.47
H16_RS27785	EC:2.7.1.178
H16_RS04575	EC:1.17.2.1
H16_RS35095	EC:4.1.3.26
H16_RS21710	EC:4.2.1.132
H16_RS07735	EC:1.1.1.410
H16_RS00725	EC:2.1.1.13
H16_RS30575	EC:4.4.1.9
H16_RS02570	EC:3.1.3.82
H16_RS04610	EC:1.17.2.1
H16_RS24725	EC:3.1.1.56
H16_RS07750	EC:4.1.1.104
H16_RS29890	PF10417.9
H16_RS14055	PF10417.9
H16_RS24890	PF16998.5
H16_RS08375	PF00389.30
H16_RS08385	PF00389.30
H16_RS22850	PF00389.30
H16_RS21780	PF00389.30
H16_RS20485	PF00389.30
H16_RS27790	PF00389.30
H16_RS12875	PF00389.30
H16_RS03360	PF00389.30
H16_RS27820	PF00389.30
H16_RS31475	PF00389.30
H16_RS18540	PF00389.30
H16_RS12875	PF02826.19
H16_RS27790	PF02826.19
H16_RS20485	PF02826.19
H16_RS27820	PF02826.19
H16_RS08375	PF02826.19
H16_RS08385	PF02826.19
H16_RS22940	PF02826.19
H16_RS22850	PF02826.19
H16_RS21060	PF02826.19
H16_RS21780	PF02826.19
H16_RS18540	PF02826.19
H16_RS31475	PF02826.19
H16_RS03360	PF02826.19
H16_RS00895	PF02826.19
H16_RS17960	PF02826.19
H16_RS01190	PF02826.19
H16_RS07760	PF02826.19
H16_RS05155	PF02826.19
H16_RS23450	PF02826.19
H16_RS08770	PF02826.19
H16_RS10020	PF02826.19
H16_RS11615	PF00198.23
H16_RS06825	PF00198.23
H16_RS29870	PF00198.23
H16_RS11620	PF16078.5
H16_RS02680	PF08521.10
H16_RS11895	PF08521.10
H16_RS18605	PF08521.10
H16_RS18380	PF08521.10
H16_RS07090	PF08521.10
H16_RS31480	PF08521.10
H16_RS05240	PF01257.19
H16_RS03165	PF01257.19
PHG088	PF01257.19
H16_RS27225	PF01257.19
H16_RS24305	PF03171.20
H16_RS27905	PF03171.20
H16_RS16160	PF03171.20
H16_RS30565	PF13532.6
H16_RS16160	PF13640.6
H16_RS04780	PF13640.6
H16_RS09230	PF13640.6
H16_RS09230	PF13661.6
H16_RS16910	PF13239.6
H16_RS16900	PF13239.6
H16_RS31415	PF13563.6
H16_RS25195	PF13563.6
H16_RS09555	PF03475.14
H16_RS08215	PF06983.13
H16_RS31345	PF06983.13
H16_RS26940	PF06983.13
H16_RS29535	PF01073.19
H16_RS07735	PF01073.19
H16_RS09225	PF01073.19
H16_RS14445	PF01073.19
H16_RS19860	PF01073.19
H16_RS20150	PF01073.19
H16_RS03985	PF01073.19
H16_RS14500	PF01073.19
H16_RS18915	PF01073.19
H16_RS01225	PF01073.19
H16_RS14430	PF01073.19
H16_RS26925	PF01073.19
H16_RS07075	PF01073.19
H16_RS09415	PF01073.19
H16_RS16520	PF06725.11
H16_RS11250	PF10605.9
H16_RS05475	PF00725.22
H16_RS07580	PF00725.22
H16_RS01385	PF00725.22
H16_RS22350	PF00725.22
H16_RS26975	PF00725.22
H16_RS02275	PF00725.22
H16_RS01385	PF02737.18
H16_RS07580	PF02737.18
H16_RS22350	PF02737.18
H16_RS05475	PF02737.18
H16_RS02275	PF02737.18
H16_RS26975	PF02737.18
H16_RS07760	PF02737.18
H16_RS03680	PF02737.18
H16_RS27895	PF02737.18
H16_RS27000	PF02737.18
H16_RS07730	PF03061.22
H16_RS14115	PF03061.22
H16_RS24935	PF03061.22
H16_RS06600	PF03061.22
H16_RS00495	PF03061.22
H16_RS02295	PF03061.22
H16_RS09545	PF03061.22
H16_RS06870	PF03061.22
H16_RS07610	PF03061.22
H16_RS22520	PF03061.22
H16_RS16510	PF03061.22
H16_RS00800	PF03061.22
H16_RS07595	PF03061.22
H16_RS01175	PF03061.22
H16_RS18590	PF03061.22
H16_RS28265	PF03061.22
H16_RS12270	PF03061.22
H16_RS23755	PF03061.22
H16_RS01055	PF03061.22
H16_RS16825	PF03061.22
H16_RS06600	PF13279.6
H16_RS14115	PF13279.6
H16_RS15910	PF13279.6
H16_RS06870	PF13279.6
H16_RS07730	PF13279.6
H16_RS12270	PF13279.6
H16_RS21660	PF13279.6
H16_RS01055	PF13622.6
H16_RS11455	PF12729.7
H16_RS19870	PF12729.7
H16_RS28395	PF12729.7
H16_RS28935	PF12729.7
H16_RS19895	PF12729.7
H16_RS01215	PF01812.20
H16_RS13665	PF01367.20
H16_RS13665	PF02739.16
H16_RS17775	PF02872.18
H16_RS18705	PF02096.20
H16_RS21840	PF07695.11
H16_RS18355	PF00207.22
H16_RS18355	PF07703.14
H16_RS12605	PF00004.29
H16_RS12225	PF00004.29
PHG109	PF00004.29
H16_RS25610	PF00004.29
H16_RS15215	PF00004.29
H16_RS11240	PF00004.29
H16_RS03220	PF00004.29
H16_RS02455	PF00004.29
H16_RS30810	PF00004.29
H16_RS07375	PF00004.29
H16_RS25665	PF00004.29
PHG425	PF00004.29
H16_RS07370	PF00004.29
H16_RS00970	PF00004.29
H16_RS05555	PF00004.29
H16_RS03785	PF00004.29
H16_RS11940	PF00004.29
H16_RS02145	PF00004.29
H16_RS00005	PF00004.29
H16_RS19555	PF00004.29
H16_RS29785	PF00004.29
H16_RS30425	PF00004.29
H16_RS04490	PF00004.29
H16_RS19270	PF00004.29
H16_RS12400	PF00004.29
H16_RS09630	PF00004.29
H16_RS10405	PF00004.29
H16_RS12025	PF00004.29
H16_RS03420	PF00004.29
PHG246	PF00004.29
H16_RS13360	PF00004.29
H16_RS30315	PF00004.29
H16_RS30430	PF00004.29
H16_RS07860	PF12846.7
H16_RS08320	PF13086.6
H16_RS08320	PF13087.6
H16_RS11240	PF13173.6
H16_RS26570	PF13173.6
H16_RS30630	PF13175.6
PHG168	PF13175.6
PHG151	PF13175.6
H16_RS26570	PF13175.6
H16_RS12400	PF13175.6
H16_RS29495	PF13191.6
H16_RS26300	PF13191.6
H16_RS26750	PF13191.6
H16_RS26570	PF13191.6
H16_RS15215	PF13191.6
H16_RS06345	PF13191.6
H16_RS10405	PF13191.6
H16_RS12605	PF13191.6
H16_RS30980	PF13191.6
H16_RS04295	PF13191.6
H16_RS03220	PF13191.6
H16_RS30810	PF13191.6
H16_RS11240	PF13191.6
H16_RS13295	PF13191.6
H16_RS25610	PF13191.6
H16_RS20710	PF13191.6
H16_RS01965	PF13191.6
H16_RS12025	PF13191.6
H16_RS02980	PF13207.6
H16_RS12605	PF13207.6
H16_RS26570	PF13238.6
H16_RS12605	PF13238.6
H16_RS25200	PF13238.6
H16_RS15375	PF13238.6
H16_RS13710	PF13245.6
H16_RS18060	PF13245.6
H16_RS01500	PF13245.6
H16_RS11950	PF13245.6
PHG371	PF13245.6
PHG167	PF13245.6
H16_RS16915	PF13245.6
PHG321	PF13245.6
H16_RS08320	PF13245.6
PHG152	PF13245.6
H16_RS11240	PF07724.14
H16_RS25610	PF07724.14
H16_RS15215	PF07724.14
H16_RS07370	PF07724.14
H16_RS00970	PF07724.14
H16_RS30810	PF07724.14
H16_RS03220	PF07724.14
H16_RS12605	PF07724.14
H16_RS05555	PF07724.14
H16_RS21415	PF07724.14
PHG151	PF13304.6
H16_RS30630	PF13304.6
PHG168	PF13304.6
H16_RS13295	PF13304.6
H16_RS26570	PF13304.6
H16_RS17065	PF13304.6
H16_RS16755	PF13304.6
PHG249	PF13304.6
H16_RS09630	PF13304.6
H16_RS09580	PF13304.6
H16_RS12955	PF13304.6
H16_RS10500	PF13304.6
H16_RS12025	PF13304.6
H16_RS15085	PF13304.6
H16_RS20455	PF13304.6
H16_RS10290	PF13304.6
H16_RS16490	PF13304.6
H16_RS23965	PF13304.6
H16_RS13740	PF13304.6
H16_RS00195	PF13304.6
H16_RS12400	PF13304.6
H16_RS28915	PF13304.6
H16_RS10405	PF13304.6
H16_RS06185	PF13304.6
H16_RS27775	PF13304.6
H16_RS11180	PF13304.6
H16_RS11270	PF13304.6
H16_RS29285	PF13304.6
H16_RS02075	PF13304.6
H16_RS01425	PF13304.6
H16_RS14805	PF13304.6
H16_RS28490	PF13304.6
H16_RS03780	PF13304.6
H16_RS19270	PF13304.6
H16_RS08525	PF13304.6
H16_RS28805	PF13304.6
H16_RS25165	PF13304.6
H16_RS05365	PF13304.6
H16_RS13055	PF13304.6
H16_RS26195	PF13304.6
H16_RS04020	PF13304.6
H16_RS19090	PF13304.6
H16_RS06935	PF13304.6
H16_RS12195	PF13304.6
H16_RS30915	PF13304.6
H16_RS30980	PF13304.6
H16_RS06180	PF13304.6
H16_RS15390	PF13304.6
H16_RS19095	PF13304.6
H16_RS27130	PF13304.6
H16_RS07300	PF13304.6
H16_RS18235	PF13304.6
H16_RS10485	PF13304.6
H16_RS02345	PF13304.6
H16_RS07665	PF13304.6
H16_RS15090	PF13304.6
H16_RS05615	PF13304.6
H16_RS03340	PF13304.6
PHG214	PF13304.6
H16_RS23505	PF13304.6
H16_RS00635	PF13304.6
H16_RS11630	PF13304.6
H16_RS29785	PF13304.6
H16_RS26095	PF13304.6
H16_RS04660	PF13304.6
H16_RS11905	PF13304.6
H16_RS22315	PF13304.6
H16_RS01965	PF13304.6
H16_RS07660	PF13304.6
H16_RS26730	PF13304.6
H16_RS22760	PF13304.6
H16_RS07040	PF13304.6
H16_RS21040	PF13304.6
H16_RS28910	PF13304.6
H16_RS16075	PF13304.6
H16_RS14720	PF13304.6
H16_RS04685	PF13304.6
H16_RS13060	PF13304.6
H16_RS12470	PF13304.6
PHG408	PF13401.6
H16_RS26570	PF13401.6
H16_RS12605	PF13401.6
H16_RS10405	PF13401.6
H16_RS30980	PF13401.6
H16_RS30810	PF13401.6
H16_RS11240	PF13401.6
H16_RS10485	PF13401.6
H16_RS16100	PF13401.6
H16_RS25610	PF13401.6
PHG103	PF13401.6
H16_RS07370	PF13401.6
H16_RS16145	PF13401.6
H16_RS15375	PF13401.6
H16_RS15215	PF13401.6
H16_RS11345	PF13401.6
H16_RS25665	PF13401.6
H16_RS05555	PF13401.6
H16_RS25165	PF13401.6
H16_RS26750	PF13401.6
H16_RS07305	PF13401.6
H16_RS12025	PF13401.6
H16_RS03785	PF13401.6
H16_RS19710	PF13476.6
H16_RS10290	PF13476.6
H16_RS05615	PF13476.6
H16_RS26570	PF13476.6
PHG168	PF13476.6
PHG151	PF13476.6
H16_RS01965	PF13476.6
H16_RS12400	PF13476.6
H16_RS30630	PF13476.6
H16_RS19095	PF13476.6
H16_RS13060	PF13476.6
H16_RS12605	PF13479.6
H16_RS30595	PF13481.6
H16_RS10545	PF13481.6
H16_RS11370	PF13481.6
H16_RS26570	PF13481.6
H16_RS02690	PF13481.6
H16_RS00880	PF13500.6
H16_RS14760	PF13500.6
H16_RS19710	PF13514.6
H16_RS12605	PF13521.6
H16_RS26570	PF13521.6
H16_RS26570	PF13555.6
H16_RS10405	PF13555.6
H16_RS01965	PF13555.6
H16_RS10500	PF13555.6
H16_RS19710	PF13555.6
H16_RS09580	PF13555.6
H16_RS13295	PF13555.6
H16_RS26785	PF07726.11
H16_RS19555	PF07726.11
H16_RS07970	PF07726.11
H16_RS02145	PF07726.11
H16_RS25610	PF07726.11
H16_RS02455	PF07726.11
H16_RS01500	PF13604.6
H16_RS08320	PF13604.6
H16_RS02605	PF13604.6
H16_RS26570	PF13604.6
PHG321	PF13604.6
H16_RS18060	PF13604.6
H16_RS11345	PF13604.6
H16_RS16915	PF13604.6
H16_RS13710	PF13604.6
H16_RS18205	PF13614.6
H16_RS28885	PF13614.6
PHG374	PF13614.6
H16_RS18740	PF13614.6
H16_RS00395	PF13614.6
H16_RS14670	PF13614.6
H16_RS23550	PF13614.6
H16_RS03525	PF13614.6
H16_RS09255	PF13614.6
H16_RS18785	PF13614.6
H16_RS18835	PF13614.6
H16_RS18905	PF13614.6
H16_RS09930	PF13671.6
H16_RS13950	PF13671.6
H16_RS26570	PF13671.6
H16_RS12605	PF13671.6
H16_RS15375	PF13671.6
H16_RS04735	PF13671.6
H16_RS21860	PF13671.6
H16_RS05855	PF13671.6
H16_RS11240	PF07728.14
H16_RS15215	PF07728.14
H16_RS25610	PF07728.14
H16_RS26785	PF07728.14
H16_RS05555	PF07728.14
H16_RS19555	PF07728.14
H16_RS30810	PF07728.14
H16_RS03220	PF07728.14
H16_RS00040	PF07728.14
H16_RS12605	PF07728.14
H16_RS28170	PF07728.14
H16_RS07970	PF07728.14
H16_RS30425	PF07728.14
H16_RS02455	PF07728.14
H16_RS02145	PF07728.14
H16_RS01560	PF07728.14
H16_RS26000	PF07728.14
PHG246	PF07728.14
H16_RS07375	PF07728.14
H16_RS30315	PF07728.14
H16_RS11655	PF07728.14
H16_RS07370	PF07728.14
H16_RS03420	PF07728.14
H16_RS00970	PF07728.14
H16_RS30430	PF07728.14
H16_RS21415	PF07728.14
H16_RS25665	PF07728.14
PHG425	PF07728.14
H16_RS10405	PF07728.14
H16_RS01460	PF07728.14
H16_RS03785	PF07728.14
H16_RS12225	PF07728.14
PHG019	PF07728.14
H16_RS19695	PF07728.14
H16_RS09495	PF07728.14
H16_RS28545	PF07728.14
PHG109	PF07728.14
H16_RS03605	PF07728.14
H16_RS25610	PF12775.7
H16_RS03785	PF16193.5
H16_RS16585	PF09821.9
H16_RS07970	PF17863.1
H16_RS26785	PF17863.1
H16_RS19555	PF17863.1
H16_RS12225	PF17862.1
H16_RS02455	PF17864.1
H16_RS25665	PF17866.1
PHG425	PF17866.1
H16_RS11240	PF17871.1
H16_RS25610	PF17871.1
H16_RS30810	PF17871.1
H16_RS15215	PF17871.1
H16_RS03220	PF17871.1
H16_RS22230	PF08298.11
H16_RS07375	PF08298.11
H16_RS06085	PF00696.28
H16_RS01010	PF00696.28
H16_RS16185	PF00696.28
H16_RS10245	PF00696.28
H16_RS11710	PF00696.28
H16_RS31025	PF00324.21
H16_RS07575	PF00324.21
H16_RS29520	PF00324.21
H16_RS24170	PF00324.21
H16_RS28180	PF00324.21
H16_RS01360	PF00324.21
H16_RS29365	PF00324.21
H16_RS29365	PF13520.6
H16_RS01360	PF13520.6
H16_RS28180	PF13520.6
H16_RS29520	PF13520.6
H16_RS24170	PF13520.6
H16_RS31025	PF13520.6
H16_RS07575	PF13520.6
H16_RS34465	PF13520.6
H16_RS01360	PF13906.6
H16_RS34465	PF13906.6
H16_RS02205	PF03109.16
H16_RS17060	PF01061.24
H16_RS02070	PF01061.24
H16_RS23980	PF01061.24
H16_RS14475	PF01061.24
H16_RS12960	PF01061.24
PHG248	PF12679.7
H16_RS02070	PF12679.7
H16_RS29280	PF12679.7
H16_RS23980	PF12679.7
H16_RS29275	PF12679.7
H16_RS02070	PF12698.7
H16_RS23980	PF12698.7
H16_RS12960	PF12698.7
H16_RS17060	PF12698.7
PHG248	PF12730.7
H16_RS02070	PF12730.7
PHG248	PF13346.6
H16_RS30915	PF09818.9
H16_RS16490	PF09818.9
H16_RS30250	PF00664.23
H16_RS04490	PF00664.23
H16_RS13365	PF00664.23
H16_RS03845	PF00664.23
H16_RS02300	PF00664.23
H16_RS22180	PF00664.23
H16_RS13270	PF00664.23
H16_RS27130	PF00664.23
H16_RS16075	PF00664.23
H16_RS02180	PF06472.15
H16_RS10860	PF06472.15
H16_RS06945	PF04392.12
H16_RS30885	PF04392.12
H16_RS30920	PF04392.12
H16_RS12025	PF00005.27
H16_RS30980	PF00005.27
H16_RS10405	PF00005.27
H16_RS10485	PF00005.27
H16_RS16755	PF00005.27
H16_RS13295	PF00005.27
H16_RS26195	PF00005.27
H16_RS10500	PF00005.27
H16_RS04660	PF00005.27
H16_RS20455	PF00005.27
H16_RS09580	PF00005.27
H16_RS09630	PF00005.27
H16_RS11180	PF00005.27
H16_RS27775	PF00005.27
H16_RS13270	PF00005.27
H16_RS21040	PF00005.27
H16_RS00195	PF00005.27
H16_RS13740	PF00005.27
H16_RS13365	PF00005.27
H16_RS28490	PF00005.27
H16_RS30250	PF00005.27
H16_RS29390	PF00005.27
H16_RS04490	PF00005.27
H16_RS11205	PF00005.27
H16_RS04685	PF00005.27
H16_RS01905	PF00005.27
H16_RS17065	PF00005.27
H16_RS12195	PF00005.27
H16_RS19090	PF00005.27
H16_RS02300	PF00005.27
H16_RS26570	PF00005.27
H16_RS27870	PF00005.27
H16_RS26770	PF00005.27
H16_RS03845	PF00005.27
H16_RS26095	PF00005.27
H16_RS02345	PF00005.27
H16_RS15055	PF00005.27
H16_RS16490	PF00005.27
H16_RS07455	PF00005.27
H16_RS28070	PF00005.27
H16_RS04020	PF00005.27
H16_RS13060	PF00005.27
H16_RS05365	PF00005.27
H16_RS03780	PF00005.27
H16_RS19270	PF00005.27
H16_RS07305	PF00005.27
H16_RS26730	PF00005.27
H16_RS29785	PF00005.27
H16_RS24380	PF00005.27
H16_RS16585	PF00005.27
H16_RS05830	PF00005.27
H16_RS02075	PF00005.27
H16_RS07040	PF00005.27
H16_RS15090	PF00005.27
H16_RS13055	PF00005.27
H16_RS11270	PF00005.27
H16_RS28805	PF00005.27
H16_RS03340	PF00005.27
H16_RS12955	PF00005.27
H16_RS07665	PF00005.27
H16_RS29925	PF00005.27
H16_RS11630	PF00005.27
H16_RS22180	PF00005.27
H16_RS01405	PF00005.27
H16_RS06475	PF00005.27
H16_RS06185	PF00005.27
H16_RS23180	PF00005.27
H16_RS01755	PF00005.27
H16_RS06180	PF00005.27
H16_RS25225	PF00005.27
H16_RS15085	PF00005.27
H16_RS14720	PF00005.27
H16_RS23965	PF00005.27
H16_RS00635	PF00005.27
H16_RS18240	PF00005.27
H16_RS06470	PF00005.27
H16_RS18285	PF00005.27
H16_RS21235	PF00005.27
H16_RS11905	PF00005.27
PHG249	PF00005.27
H16_RS27130	PF00005.27
H16_RS02310	PF00005.27
H16_RS22310	PF00005.27
H16_RS16075	PF00005.27
H16_RS24385	PF00005.27
H16_RS16425	PF00005.27
H16_RS30915	PF00005.27
H16_RS19095	PF00005.27
H16_RS22765	PF00005.27
H16_RS07570	PF00005.27
H16_RS07035	PF00005.27
H16_RS23505	PF00005.27
H16_RS14805	PF00005.27
H16_RS17095	PF00005.27
H16_RS07300	PF00005.27
H16_RS07660	PF00005.27
H16_RS16420	PF00005.27
H16_RS08525	PF00005.27
H16_RS12470	PF00005.27
H16_RS25160	PF00005.27
H16_RS11275	PF00005.27
H16_RS06935	PF00005.27
H16_RS22315	PF00005.27
H16_RS01425	PF00005.27
H16_RS28910	PF00005.27
H16_RS28800	PF00005.27
H16_RS28915	PF00005.27
H16_RS18235	PF00005.27
H16_RS25165	PF00005.27
H16_RS05360	PF00005.27
H16_RS20210	PF00005.27
H16_RS18280	PF00005.27
H16_RS21240	PF00005.27
H16_RS14715	PF00005.27
H16_RS07565	PF00005.27
PHG214	PF00005.27
H16_RS15390	PF00005.27
H16_RS29285	PF00005.27
H16_RS22760	PF00005.27
H16_RS26270	PF00005.27
H16_RS12465	PF00005.27
H16_RS14470	PF00005.27
H16_RS01965	PF00005.27
H16_RS10860	PF00005.27
H16_RS02180	PF00005.27
H16_RS29825	PF00005.27
H16_RS12400	PF00005.27
H16_RS11795	PF00005.27
H16_RS03370	PF03886.13
H16_RS00625	PF03886.13
H16_RS13295	PF16326.5
H16_RS10500	PF16326.5
H16_RS10500	PF12848.7
H16_RS20455	PF12848.7
H16_RS09580	PF12848.7
H16_RS16755	PF12848.7
H16_RS13295	PF12848.7
H16_RS29170	PF18225.1
H16_RS01025	PF00561.20
H16_RS07135	PF00561.20
H16_RS19460	PF00561.20
H16_RS00705	PF00561.20
H16_RS28450	PF00561.20
H16_RS31240	PF00561.20
H16_RS24030	PF00561.20
H16_RS11065	PF00561.20
H16_RS05680	PF00561.20
H16_RS25750	PF00561.20
H16_RS21725	PF00561.20
